num_samples,var_estimate,error,scaled_error,inv_error_sq,theoretical_var,confidence_level,mu,sigma,T,dist,df,skew_alpha,rho
242964,1.3012961433505756,0.00018420360079707265,0.09079649418358561,29471603.72300058,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
256825,1.3007014275217008,0.0007789194296718982,0.39474004435438964,1648219.0357622723,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
271478,1.302579472674994,0.0010991257236212526,0.5726835291333724,827761.5624228268,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
286966,1.299021623735535,0.0024587232158377326,1.3171185431378485,165417.2193474124,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
303338,1.2987280466285245,0.0027523003228482334,1.5158604798711837,132010.4640914284,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
320644,1.301576781369825,9.643441845219591e-05,0.05460640988397147,107531540.70118481,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
338938,1.3029649686452691,0.001484621693896404,0.8643227286634817,453699.59887589206,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
358275,1.3045591894390494,0.0030788424876766474,1.8428743420067972,105493.3436607685,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
378715,1.3023872521658244,0.000906905214451692,0.5581078773924399,1215839.3697614945,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
400322,1.298451022783185,0.003029324168187797,1.9166838282746625,108970.38883981327,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
423161,1.3026394644952348,0.0011591175438621093,0.7540155398645147,744294.8974655573,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
447303,1.3011098695086936,0.0003704774426791513,0.24777796149981196,7285786.818596543,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
472823,1.3004473509051513,0.0010329960462214238,0.710310044977983,937136.1292150412,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
499798,1.3014775373618581,2.8095895145963112e-06,0.0019862784482620206,126681808039.4664,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
528313,1.3017973170205317,0.00031697006915898385,0.2303901477534666,9953217.4154575,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
558454,1.3017922705824667,0.0003119236310940021,0.23309984289119132,10277877.671639642,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
590315,1.3019283911208377,0.0004480441694649784,0.34424111480766806,4981479.412697966,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
623994,1.3023015727561593,0.0008212258047866072,0.6487132885460646,1482773.5320105217,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
659594,1.3002366839027228,0.0012436630486498679,1.0100458279517681,646538.718714635,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
697225,1.3012764179001883,0.00020392905118438165,0.17028075773895868,24045942.41787249,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
737004,1.3013857104223778,9.463652899488473e-05,0.08124445424382903,111656084.35829176,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
779051,1.3034259349495976,0.0019455879982248625,1.7172511791171767,264178.9701745109,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
823498,1.3014693966967934,1.0950254579311647e-05,0.009937004590720668,8339721883.339568,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
870480,1.3017693138037874,0.0002889668524146405,0.2696046795684577,11975783.749320481,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
920143,1.3017171311744529,0.00023678422308015534,0.22713309838851273,17835877.2999912,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
972639,1.3015818529141394,0.00010150596276670143,0.10010767950101752,97054771.27935185,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
1028130,1.3015995900949373,0.00011924314356459575,0.12090866681820124,70328793.43173404,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
1086787,1.301298716254353,0.0001816306970197079,0.18934832470952026,30312482.19438261,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
1148790,1.3012154513867797,0.0002648955645929707,0.28391936156840797,14251173.484240558,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
1214331,1.3015167320630445,3.638511167181058e-05,0.04009518791121494,755357552.0591971,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
1283611,1.3012019411260956,0.0002784058252771615,0.3154242166390878,12901593.78842191,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
1356844,1.3011755233316968,0.0003048236196758758,0.35506966887484714,10762242.36864049,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
1434255,1.301113775525101,0.00036657142627172234,0.43900735422898474,7441882.032929029,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
1516082,1.3011347781117821,0.00034556883959058204,0.42549642979910574,8373959.395249127,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
1602578,1.3026063884514445,0.0011260415000717838,1.4254893759975351,788662.5282690589,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
1694008,1.3016112055076838,0.00013085855631111976,0.17031772724190206,58397701.07089391,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
1790655,1.301459636868504,2.0710082868635737e-05,0.027713271504386638,2331504868.530357,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
1892816,1.3007579466737549,0.0007224002776178295,0.9938757710745562,1916214.8063920238,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
2000805,1.3013478461726748,0.0001325007786978638,0.18742210557574784,56959102.665637344,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
2114955,1.3014586237125343,2.172323883842253e-05,0.03159185611752065,2119097044.4042988,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
2235617,1.302203360180747,0.0007230132293742919,1.0810479202197325,1912967.1497561957,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
2363164,1.3012706441799713,0.00020970277140142102,0.32236738855736236,22740062.806635648,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
2497988,1.3020181178487304,0.0005377708973577366,0.8499482217557826,3457844.0977066206,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
2640503,1.3015679153834014,8.756843202872844e-05,0.1422954148244972,130408185.78033659,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
2791149,1.3007721244825892,0.0007082224687835481,1.1832083106979674,1993703.6236193343,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
2950390,1.3011187648518594,0.00036158209951331344,0.6210787007784705,7648674.084245485,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
3118716,1.301553472588425,7.312563705230701e-05,0.1291390468818088,187008210.68241653,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
3296645,1.3015076058037485,2.7258852375755538e-05,0.04949298629399403,1345813451.1357117,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
3484726,1.301829319654184,0.0003489727028112011,0.6514420297406128,8211397.683403657,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
3683537,1.3017255377233448,0.0002451907719720481,0.4705834390796909,16633810.826021833,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
3893690,1.3014282283805865,5.211857078624149e-05,0.10284263221795018,368141692.2687673,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
4115833,1.3016648350996345,0.0001844881482617744,0.37428062348896823,29380762.083338644,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
4350650,1.3016450471874723,0.00016470023609960194,0.34353524100745825,36864772.36417166,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
4598864,1.3013916738648033,8.867308656945738e-05,0.19015909818668827,127179276.00481409,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
4861239,1.3017178730893944,0.00023752613802163758,0.5237027980360229,17724630.279002216,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
5138582,1.301602750823538,0.00012240387216522208,0.27747049074507674,66743609.05051833,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
5431749,1.3015881932847309,0.00010784633335814142,0.2513478824548958,85978374.7865462,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
5741642,1.3013437655880007,0.00013658136337202365,0.3272724884065603,53606458.03528913,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
6069215,1.3018030324155256,0.00032268546415292754,0.7949607081041453,9603757.717545366,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
6415476,1.3013449641439478,0.00013538280742486641,0.3429082691220551,54559824.96974794,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
6781492,1.3018465259993992,0.0003661790480264937,0.9535777700293738,7457839.238049614,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
7168391,1.3013177443100064,0.0001626026413663606,0.4353498900135007,37822027.646550514,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
7577362,1.3013018230169617,0.00017852393441097902,0.49142298698452935,31376688.1264117,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
8009666,1.301610334169181,0.00012998721780821398,0.36788141788631656,59183235.39120448,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
8466635,1.301556573785152,7.622683377928041e-05,0.22180089778537032,172101334.58437213,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
8949674,1.3016049257340927,0.00012457878271998624,0.3726899580108247,64433516.51777887,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
9460271,1.3018203212586352,0.0003399743072625139,1.045677795914461,8651826.564729258,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
10000000,1.301875443412479,0.000395096461106359,1.2494047125682242,6406100.10053125,1.3014803469513727,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
